132	1

120	100	160

0	120	0	100	0	160	1	1	320000	0	0	0	0	0

0	120	0	100	0	160	1	1	320000	0	0	0	0	0

0	120	0	100	0	160	1	1	320000	0	0	0	0	0

0	120	0	100	0	160	1	1	320000	0	0	0	0	0

0	120	0	100	0	160	1	1	320000	0	0	0	0	0

0	120	0	100	0	160	1	1	320000	0	0	0	0	0

0	120	0	100	0	160	1	1	240000	0	0	0	0	0

0	120	0	100	0	160	1	1	240000	0	0	0	0	0

0	120	0	100	0	160	1	1	200000	0	0	0	0	0

0	120	0	100	0	160	1	1	200000	0	0	0	0	0

0	120	0	100	0	160	1	1	170000	0	0	0	0	0

0	120	0	100	0	160	1	1	160000	0	0	0	0	0

0	120	0	100	0	160	1	1	160000	0	0	0	0	0

0	120	0	100	0	160	1	1	160000	0	0	0	0	0

0	120	0	100	0	160	1	1	170000	0	0	0	0	0

0	120	0	100	0	160	1	1	160000	0	0	0	0	0

0	120	0	100	0	160	1	1	160000	0	0	0	0	0

0	120	0	100	0	160	1	1	160000	0	0	0	0	0

0	120	0	100	0	160	1	1	160000	0	0	0	0	0

0	120	0	100	0	160	1	1	160000	0	0	0	0	0

0	120	0	100	0	160	1	1	160000	0	0	0	0	0

0	120	0	100	0	160	1	1	160000	0	0	0	0	0

0	120	0	100	0	160	1	1	160000	0	0	0	0	0

0	120	0	100	0	160	1	1	160000	0	0	0	0	0

0	120	0	100	0	160	1	1	160000	0	0	0	0	0

0	120	0	100	0	160	1	1	160000	0	0	0	0	0

0	120	0	100	0	160	1	1	220000	0	0	0	0	0

0	120	0	100	0	160	1	1	170000	0	0	0	0	0

0	120	0	100	0	160	1	1	220000	0	0	0	0	0

0	120	0	100	0	160	1	1	200000	0	0	0	0	0

0	120	0	100	0	160	1	1	160000	0	0	0	0	0

0	120	0	100	0	160	1	1	220000	0	0	0	0	0

0	120	0	100	0	160	1	1	200000	0	0	0	0	0

0	120	0	100	0	160	1	1	220000	0	0	0	0	0

0	120	0	100	0	160	1	1	210000	0	0	0	0	0

0	120	0	100	0	160	1	1	210000	0	0	0	0	0

0	120	0	100	0	160	1	1	210000	0	0	0	0	0

0	120	0	100	0	160	1	1	210000	0	0	0	0	0

0	120	0	100	0	160	1	1	210000	0	0	0	0	0

0	120	0	100	0	160	1	1	210000	0	0	0	0	0

0	120	0	100	0	160	1	1	210000	0	0	0	0	0

0	120	0	100	0	160	1	1	210000	0	0	0	0	0

0	120	0	100	0	160	1	1	210000	0	0	0	0	0

0	120	0	100	0	160	1	1	170000	0	0	0	0	0

0	120	0	100	0	160	1	1	170000	0	0	0	0	0

0	120	0	100	0	160	1	1	170000	0	0	0	0	0

0	120	0	100	0	160	1	1	170000	0	0	0	0	0

0	120	0	100	0	160	1	1	170000	0	0	0	0	0

0	120	0	100	0	160	1	1	180000	0	0	0	0	0

0	120	0	100	0	160	1	1	180000	0	0	0	0	0

0	120	0	100	0	160	1	1	180000	0	0	0	0	0

0	120	0	100	0	160	1	1	180000	0	0	0	0	0

0	120	0	100	0	160	1	1	180000	0	0	0	0	0

0	120	0	100	0	160	1	1	180000	0	0	0	0	0

0	120	0	100	0	160	1	1	180000	0	0	0	0	0

0	120	0	100	0	160	1	1	180000	0	0	0	0	0

0	120	0	100	0	160	1	1	160000	0	0	0	0	0

0	120	0	100	0	160	1	1	80000	0	0	0	0	0

0	120	0	100	0	160	1	1	80000	0	0	0	0	0

0	120	0	100	0	160	1	1	150000	0	0	0	0	0

0	120	0	100	0	160	1	1	150000	0	0	0	0	0

0	120	0	100	0	160	1	1	150000	0	0	0	0	0

0	120	0	100	0	160	1	1	150000	0	0	0	0	0

0	120	0	100	0	160	1	1	150000	0	0	0	0	0

0	120	0	100	0	160	1	1	150000	0	0	0	0	0

0	120	0	100	0	160	1	1	150000	0	0	0	0	0

0	120	0	100	0	160	1	1	150000	0	0	0	0	0

0	120	0	100	0	160	1	1	150000	0	0	0	0	0

0	120	0	100	0	160	1	1	150000	0	0	0	0	0

0	120	0	100	0	160	1	1	150000	0	0	0	0	0

0	120	0	100	0	160	1	1	60000	0	0	0	0	0

0	120	0	100	0	160	1	1	50000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	40000	0	0	0	0	0

0	120	0	100	0	160	1	1	60000	0	0	0	0	0

0	120	0	100	0	160	1	1	20000	0	0	0	0	0

