11	1

220	243	227

1	50	1	50	1	50	1	1	10000	4000000	4000000	4000000	0	0	Item1

2	50	1	50	1	50	1	1	10000	4000000	4000000	4000000	0	0	Item2

3	50	1	50	1	50	1	1	10000	4000000	4000000	4000000	0	0	Item3

4	50	1	50	1	50	1	1	10000	4000000	4000000	4000000	0	0	Item4

5	50	1	50	1	50	1	1	10000	4000000	4000000	4000000	0	0	Item5

6	50	1	50	1	50	1	1	10000	4000000	4000000	4000000	0	0	Item6

7	50	1	50	1	50	1	1	10000	4000000	4000000	4000000	0	0	Item7

8	50	1	50	1	50	1	1	10000	4000000	4000000	4000000	0	0	Item8

9	50	1	50	1	50	1	1	10000	4000000	4000000	4000000	0	0	Item9

10	50	1	50	1	50	1	1	10000	4000000	4000000	4000000	0	0	Item10

11	50	1	50	1	50	1	1	10000	4000000	4000000	4000000	0	0	Item11

